potential,current,current_filtered_()Hz,current_filtered_50Hz
-1133.3125,-8.828005253633488e-08,-8.954545845072208e-08,-8.9545458450722e-08
-1133.8125,-8.850655021348201e-08,-8.958937693416688e-08,-8.958937693416684e-08
-1134.3125,-8.876165812353191e-08,-8.967459361658606e-08,-8.967459361658598e-08
-1134.8125,-8.872033223156121e-08,-8.962616881279422e-08,-8.962616881279414e-08
-1135.3125,-8.920114309006648e-08,-8.975384531608615e-08,-8.9753845316086e-08
-1135.8125,-8.961599146715697e-08,-8.973207424437944e-08,-8.97320742443793e-08
-1136.3125,-9.002607147209701e-08,-8.973465993142892e-08,-8.97346599314288e-08
-1136.8125,-9.03225052741176e-08,-8.985566135440542e-08,-8.985566135440538e-08
-1137.3125,-9.028912666906435e-08,-8.977656807832334e-08,-8.977656807832333e-08
-1137.8125,-9.095908295620475e-08,-8.990437925132088e-08,-8.99043792513209e-08
-1138.3125,-9.125313257215014e-08,-8.992213657663723e-08,-8.992213657663733e-08
-1138.8125,-9.099405101864151e-08,-8.992017333998742e-08,-8.992017333998742e-08
-1139.3125,-9.096703024312221e-08,-8.998426439176151e-08,-8.998426439176155e-08
-1139.8125,-9.072463799214019e-08,-8.998590003690406e-08,-8.998590003690401e-08
-1140.3125,-9.044886713610497e-08,-8.999831838464872e-08,-8.999831838464867e-08
-1140.8125,-9.042343581796912e-08,-9.005646494925963e-08,-9.005646494925946e-08
-1141.3125,-8.994103550208037e-08,-9.011497893764832e-08,-9.011497893764817e-08
-1141.8125,-8.939267270477686e-08,-9.007264842363132e-08,-9.007264842363114e-08
-1142.3125,-8.956512883088535e-08,-9.023512659626254e-08,-9.02351265962624e-08
-1142.8125,-8.922816386558578e-08,-9.009974882080591e-08,-9.009974882080577e-08
-1143.3125,-8.908908634453055e-08,-9.027431526933182e-08,-9.02743152693318e-08
-1143.8125,-8.898100324245333e-08,-9.017859980725382e-08,-9.017859980725382e-08
-1144.3125,-8.930843146345196e-08,-9.034238936822988e-08,-9.034238936822998e-08
-1144.8125,-8.952539239629815e-08,-9.026532627628539e-08,-9.026532627628556e-08
-1145.3125,-8.999587178181074e-08,-9.040469888662403e-08,-9.040469888662427e-08
-1145.8125,-9.013335984548248e-08,-9.036793186177902e-08,-9.036793186177927e-08
-1146.3125,-9.047350372554902e-08,-9.036832350808383e-08,-9.036832350808407e-08
-1146.8125,-9.095034094059556e-08,-9.051143145590873e-08,-9.051143145590893e-08
-1147.3125,-9.110213412071873e-08,-9.039040443216119e-08,-9.039040443216136e-08
-1147.8125,-9.176970622178393e-08,-9.057176200738088e-08,-9.057176200738092e-08
-1148.3125,-9.168625970915077e-08,-9.055238151953152e-08,-9.055238151953154e-08
-1148.8125,-9.14931406370569e-08,-9.051214851714966e-08,-9.051214851714955e-08
-1149.3125,-9.17768587800096e-08,-9.0699683548915e-08,-9.069968354891488e-08
-1149.8125,-9.121895923840513e-08,-9.04886215397893e-08,-9.048862153978915e-08
-1150.3125,-9.120306466457024e-08,-9.07868960413195e-08,-9.07868960413193e-08
-1150.8125,-9.0858947141045e-08,-9.054084711291516e-08,-9.054084711291499e-08
-1151.3125,-9.071828016260623e-08,-9.087669105574847e-08,-9.087669105574829e-08
-1151.8125,-8.998871922358504e-08,-9.062979253712377e-08,-9.062979253712357e-08
-1152.3125,-9.025813225008633e-08,-9.086949019858258e-08,-9.086949019858244e-08
-1152.8125,-8.984884697383804e-08,-9.081006853000736e-08,-9.08100685300072e-08
-1153.3125,-8.95714866604193e-08,-9.077091479024994e-08,-9.077091479024986e-08
-1153.8125,-9.003322403032274e-08,-9.09836460120982e-08,-9.098364601209813e-08
-1154.3125,-8.973599549961038e-08,-9.08139060563881e-08,-9.081390605638808e-08
-1154.8125,-9.013892294632474e-08,-9.097214868696573e-08,-9.097214868696575e-08
-1155.3125,-9.057602372678404e-08,-9.098176703123225e-08,-9.098176703123224e-08
-1155.8125,-9.069046465839519e-08,-9.09150783616061e-08,-9.091507836160621e-08
-1156.3125,-9.124121164177397e-08,-9.10453731975398e-08,-9.104537319753992e-08
-1156.8125,-9.138426280628793e-08,-9.099457757526627e-08,-9.099457757526648e-08
-1157.3125,-9.167751769354157e-08,-9.104000870623614e-08,-9.104000870623638e-08
-1157.8125,-9.228786932880117e-08,-9.109237758204429e-08,-9.109237758204456e-08
-1158.3125,-9.22473381655222e-08,-9.109534444254197e-08,-9.109534444254225e-08
-1158.8125,-9.199143552678057e-08,-9.11144178918194e-08,-9.11144178918196e-08
-1159.3125,-9.217978622672392e-08,-9.114938525854268e-08,-9.114938525854288e-08
-1159.8125,-9.204229816305217e-08,-9.115117672699447e-08,-9.115117672699458e-08
-1160.3125,-9.161632358427726e-08,-9.11992477105373e-08,-9.119924771053736e-08
-1160.8125,-9.145022528770268e-08,-9.120540193491992e-08,-9.12054019349199e-08
-1161.3125,-9.12451852852327e-08,-9.128730176341773e-08,-9.128730176341764e-08
-1161.8125,-9.07135117904558e-08,-9.125328131393311e-08,-9.1253281313933e-08
-1162.3125,-9.057125535463355e-08,-9.129017248133928e-08,-9.129017248133909e-08
-1162.8125,-9.035270496440393e-08,-9.13531166885969e-08,-9.135311668859669e-08
-1163.3125,-9.004673441808239e-08,-9.123404086483703e-08,-9.123404086483675e-08
-1163.8125,-9.042105163189392e-08,-9.145461999911507e-08,-9.145461999911479e-08
-1164.3125,-9.02287272884918e-08,-9.131995602347906e-08,-9.13199560234788e-08
-1164.8125,-9.063324419258963e-08,-9.143953424105332e-08,-9.143953424105304e-08
-1165.3125,-9.11069024928692e-08,-9.147709366054056e-08,-9.147709366054031e-08
-1165.8125,-9.118796481942714e-08,-9.140383709298682e-08,-9.140383709298665e-08
-1166.3125,-9.168308079438376e-08,-9.152004190071382e-08,-9.152004190071372e-08
-1166.8125,-9.186745785086845e-08,-9.146187681143988e-08,-9.146187681143983e-08
-1167.3125,-9.212336048961008e-08,-9.155257784815944e-08,-9.155257784815942e-08
-1167.8125,-9.264072886793561e-08,-9.152120081390103e-08,-9.152120081390113e-08
-1168.3125,-9.291967863873783e-08,-9.165098277456251e-08,-9.165098277456269e-08
-1168.8125,-9.250165134688038e-08,-9.155164795761786e-08,-9.155164795761816e-08
-1169.3125,-9.263357630970991e-08,-9.168294159861745e-08,-9.168294159861769e-08
-1169.8125,-9.245237816799221e-08,-9.163804120028976e-08,-9.163804120029008e-08
-1170.3125,-9.221634374654416e-08,-9.169060110283644e-08,-9.169060110283665e-08
-1170.8125,-9.210667118708347e-08,-9.170178121653584e-08,-9.170178121653604e-08
-1171.3125,-9.159725009567538e-08,-9.178033765452425e-08,-9.178033765452435e-08
-1171.8125,-9.102027706546909e-08,-9.170469871668038e-08,-9.170469871668043e-08
-1172.3125,-9.12181645097134e-08,-9.182261493763418e-08,-9.18226149376342e-08
-1172.8125,-9.086768915665418e-08,-9.180189129744264e-08,-9.180189129744261e-08
-1173.3125,-9.056012915294915e-08,-9.176377697732163e-08,-9.176377697732157e-08
-1173.8125,-9.087563644357161e-08,-9.192077056492874e-08,-9.192077056492864e-08
-1174.3125,-9.070715396092184e-08,-9.181603745728057e-08,-9.181603745728049e-08
-1174.8125,-9.112438652408755e-08,-9.189896807201983e-08,-9.189896807201977e-08
-1175.3125,-9.153526125771934e-08,-9.195260150530232e-08,-9.195260150530228e-08
-1175.8125,-9.150824048220004e-08,-9.190615500193283e-08,-9.190615500193275e-08
-1176.3125,-9.217183893980649e-08,-9.194290205743427e-08,-9.194290205743423e-08
-1176.8125,-9.265264979831176e-08,-9.206900079936098e-08,-9.20690007993609e-08
-1177.3125,-9.247383584266927e-08,-9.18932833516344e-08,-9.189328335163425e-08
-1177.8125,-9.328763802301543e-08,-9.214356728076037e-08,-9.214356728076021e-08
-1178.3125,-9.317558127747947e-08,-9.20072954956643e-08,-9.20072954956642e-08
-1178.8125,-9.300948298090493e-08,-9.205901397929727e-08,-9.205901397929717e-08
-1179.3125,-9.325902779011264e-08,-9.21312137395938e-08,-9.213121373959378e-08
-1179.8125,-9.285768980078178e-08,-9.205964442615903e-08,-9.205964442615898e-08
-1180.3125,-9.250165134688038e-08,-9.212263182838873e-08,-9.212263182838868e-08
-1180.8125,-9.239356824480313e-08,-9.218579164194926e-08,-9.218579164194922e-08
-1181.3125,-9.2030377232676e-08,-9.21301060065232e-08,-9.213010600652311e-08
-1181.8125,-9.181977412936381e-08,-9.223878496578591e-08,-9.223878496578582e-08
-1182.3125,-9.14160519539577e-08,-9.222620607859694e-08,-9.222620607859682e-08
-1182.8125,-9.116412295867476e-08,-9.217731416237784e-08,-9.217731416237776e-08
-1183.3125,-9.131432668141443e-08,-9.236599838571897e-08,-9.236599838571891e-08
-1183.8125,-9.103855582537918e-08,-9.214092085239659e-08,-9.214092085239658e-08
-1184.3125,-9.146055676069539e-08,-9.247466458782199e-08,-9.247466458782203e-08
-1184.8125,-9.137393133329523e-08,-9.219402068466919e-08,-9.219402068466931e-08
-1185.3125,-9.202242994575855e-08,-9.246252226457452e-08,-9.24625222645747e-08
-1185.8125,-9.207249785333843e-08,-9.231258008362073e-08,-9.231258008362094e-08
-1186.3125,-9.24412519663078e-08,-9.237169965942596e-08,-9.237169965942621e-08
-1186.8125,-9.294034158472319e-08,-9.243125891753497e-08,-9.243125891753528e-08
-1187.3125,-9.302299336866458e-08,-9.237375036968651e-08,-9.237375036968681e-08
-1187.8125,-9.348949911071844e-08,-9.247167134609844e-08,-9.247167134609875e-08
-1188.3125,-9.37867276414308e-08,-9.246764382271801e-08,-9.246764382271838e-08
-1188.8125,-9.355546159213324e-08,-9.246031958953774e-08,-9.246031958953802e-08
-1189.3125,-9.333452701582832e-08,-9.251680703182596e-08,-9.251680703182625e-08
-1189.8125,-9.327492236394748e-08,-9.250063927555877e-08,-9.250063927555898e-08
-1190.25,-9.327492236394748e-08,-9.254618746015448e-08,-9.254618746015461e-08
-1190.75,-9.280523770712666e-08,-9.253200285632883e-08,-9.253200285632898e-08
-1191.25,-9.224892762290568e-08,-9.265388016005519e-08,-9.265388016005519e-08
-1191.75,-9.201289320145763e-08,-9.246433233700028e-08,-9.24643323370003e-08
-1192.25,-9.224574870813872e-08,-9.278927904977893e-08,-9.278927904977878e-08
-1192.75,-9.131512141010619e-08,-9.244002236144504e-08,-9.244002236144485e-08
-1193.25,-9.169341226737648e-08,-9.280160023470123e-08,-9.280160023470104e-08
-1193.75,-9.152334032734318e-08,-9.25545577041764e-08,-9.255455770417613e-08
-1194.25,-9.165049691802227e-08,-9.273714696936005e-08,-9.273714696935978e-08
-1194.75,-9.189845226984646e-08,-9.265417899379935e-08,-9.265417899379907e-08
-1195.25,-9.219329661448356e-08,-9.27525163028261e-08,-9.275251630282587e-08
-1195.75,-9.231727429039568e-08,-9.266255333535296e-08,-9.26625533353528e-08
-1196.25,-9.29943831357618e-08,-9.282220612033893e-08,-9.282220612033886e-08
-1196.75,-9.325266996057867e-08,-9.269753994215503e-08,-9.269753994215509e-08
-1197.25,-9.3587250739803e-08,-9.282802429447187e-08,-9.282802429447201e-08
-1197.75,-9.3723944074783e-08,-9.280100818038668e-08,-9.280100818038682e-08
-1198.25,-9.395044175193012e-08,-9.278914830884765e-08,-9.278914830884783e-08
-1198.75,-9.411336113373768e-08,-9.290866561813678e-08,-9.290866561813692e-08
-1199.25,-9.372314934609127e-08,-9.278509561992283e-08,-9.2785095619923e-08
-1199.75,-9.377719089712988e-08,-9.295635708517963e-08,-9.295635708517967e-08
-1200.25,-9.347996236641751e-08,-9.284123375130694e-08,-9.284123375130696e-08
-1200.75,-9.311677135429039e-08,-9.291496323054618e-08,-9.291496323054618e-08
-1201.25,-9.265106034092828e-08,-9.297100430595305e-08,-9.297100430595305e-08
-1201.75,-9.238005785704348e-08,-9.281824914017893e-08,-9.281824914017894e-08
-1202.25,-9.252867212239966e-08,-9.31216217502705e-08,-9.312162175027057e-08
-1202.75,-9.166321257709016e-08,-9.276231714189496e-08,-9.2762317141895e-08
-1203.25,-9.200097227108148e-08,-9.319092080980166e-08,-9.319092080980175e-08
-1203.75,-9.174904327579855e-08,-9.281519085126228e-08,-9.281519085126236e-08
-1204.25,-9.220442281616801e-08,-9.316603675144967e-08,-9.31660367514498e-08
-1204.75,-9.207249785333843e-08,-9.295202135021199e-08,-9.295202135021212e-08
-1205.25,-9.249767770342164e-08,-9.308101478997412e-08,-9.308101478997428e-08
-1205.75,-9.291967863873783e-08,-9.312216524051373e-08,-9.312216524051394e-08
-1206.25,-9.316048143233633e-08,-9.296306166344943e-08,-9.296306166344967e-08
-1206.75,-9.380341694395744e-08,-9.328010398851037e-08,-9.328010398851067e-08
-1207.25,-9.361347678663058e-08,-9.290847299809892e-08,-9.290847299809923e-08
-1207.75,-9.438515834631424e-08,-9.332662786075027e-08,-9.332662786075062e-08
-1208.25,-9.412369260673036e-08,-9.30071589341732e-08,-9.300715893417356e-08
-1208.75,-9.437482687332155e-08,-9.32211408338426e-08,-9.322114083384299e-08
-1209.25,-9.418965508814514e-08,-9.317050460565088e-08,-9.317050460565125e-08
-1209.75,-9.379070128488954e-08,-9.313067272871675e-08,-9.31306727287171e-08
-1210.25,-9.382725880470977e-08,-9.326435895123104e-08,-9.326435895123132e-08
-1210.75,-9.3379031822566e-08,-9.315222478295183e-08,-9.315222478295205e-08
-1211.25,-9.310643988129774e-08,-9.331876207993097e-08,-9.33187620799311e-08
-1211.75,-9.283623212610467e-08,-9.31616496997099e-08,-9.31616496997099e-08
-1212.25,-9.270510189196688e-08,-9.339416174548175e-08,-9.339416174548177e-08
-1212.75,-9.198746188332183e-08,-9.314881002259359e-08,-9.31488100225935e-08
-1213.25,-9.234032142245627e-08,-9.342720115489883e-08,-9.342720115489866e-08
-1213.75,-9.217342839718998e-08,-9.323099610181474e-08,-9.323099610181459e-08
-1214.25,-9.23514476241407e-08,-9.338311012993567e-08,-9.338311012993547e-08
-1214.75,-9.252867212239966e-08,-9.33392636995482e-08,-9.333926369954793e-08
-1215.25,-9.269079677551547e-08,-9.336355923985886e-08,-9.336355923985858e-08
-1215.75,-9.308657166400412e-08,-9.336259914402428e-08,-9.336259914402391e-08
-1216.25,-9.36714919811279e-08,-9.34165048895018e-08,-9.341650488950148e-08
-1216.75,-9.393454717809524e-08,-9.336688967400401e-08,-9.33668896740037e-08
-1217.25,-9.422144423581492e-08,-9.345010248624481e-08,-9.345010248624454e-08
-1217.75,-9.436767431509586e-08,-9.343838560526149e-08,-9.34383856052613e-08
-1218.25,-9.45623828445732e-08,-9.340958074311967e-08,-9.340958074311955e-08
-1218.75,-9.471417602469633e-08,-9.354776863358805e-08,-9.354776863358802e-08
-1219.25,-9.433509043873435e-08,-9.336828995382331e-08,-9.336828995382339e-08
-1219.75,-9.440900020706656e-08,-9.358869517037273e-08,-9.358869517037285e-08
-1220.25,-9.389878438696675e-08,-9.343884501426488e-08,-9.343884501426503e-08
-1220.75,-9.375334903637756e-08,-9.352012145454957e-08,-9.352012145454974e-08
-1221.25,-9.354036174699007e-08,-9.360162026697915e-08,-9.360162026697932e-08
-1221.75,-9.296497817416726e-08,-9.344432314912523e-08,-9.344432314912542e-08
-1222.25,-9.300153569398748e-08,-9.366987771295274e-08,-9.366987771295287e-08
-1222.75,-9.243886778023256e-08,-9.346901047716873e-08,-9.346901047716885e-08
-1223.25,-9.242933103593162e-08,-9.360332946564355e-08,-9.360332946564364e-08
-1223.75,-9.246350436967662e-08,-9.356230917136667e-08,-9.356230917136663e-08
-1224.25,-9.245873599752616e-08,-9.356208069817547e-08,-9.356208069817535e-08
-1224.75,-9.27718591020734e-08,-9.364371177570232e-08,-9.364371177570205e-08
-1225.25,-9.30555772450261e-08,-9.355905189135082e-08,-9.355905189135058e-08
-1225.75,-9.348234655249275e-08,-9.370484956145334e-08,-9.370484956145302e-08
-1226.25,-9.371361260179033e-08,-9.351704403808312e-08,-9.351704403808284e-08
-1226.75,-9.428343307377095e-08,-9.375747215582083e-08,-9.375747215582062e-08
-1227.25,-9.413720299449e-08,-9.354657310823195e-08,-9.354657310823178e-08
-1227.75,-9.47833174208781e-08,-9.374416820533055e-08,-9.374416820533042e-08
-1228.25,-9.501219928410042e-08,-9.369446734594324e-08,-9.369446734594315e-08
-1228.75,-9.478013850611114e-08,-9.363516074392117e-08,-9.363516074392109e-08
-1229.25,-9.475550191666707e-08,-9.382778058132171e-08,-9.382778058132174e-08
-1229.75,-9.428581725984619e-08,-9.35571913799288e-08,-9.355719137992885e-08
-1230.25,-9.446622067287213e-08,-9.3894043903876e-08,-9.389404390387609e-08
-1230.75,-9.382646407601804e-08,-9.35912856010876e-08,-9.35912856010878e-08
-1231.25,-9.37867276414308e-08,-9.389682200007529e-08,-9.389682200007553e-08
-1231.75,-9.318352856439693e-08,-9.365721332891256e-08,-9.365721332891281e-08
-1232.25,-9.304683522941692e-08,-9.385235571793127e-08,-9.38523557179315e-08
-1232.75,-9.267331274429712e-08,-9.371889654988909e-08,-9.37188965498893e-08
-1233.25,-9.264788142616132e-08,-9.384124897048392e-08,-9.384124897048419e-08
-1233.75,-9.269000204682373e-08,-9.378542775992133e-08,-9.37854277599215e-08
-1234.25,-9.29872305775361e-08,-9.386994272230919e-08,-9.386994272230936e-08
-1234.75,-9.30484246868004e-08,-9.382222358922004e-08,-9.382222358922015e-08
-1235.25,-9.318670747916393e-08,-9.386641226740033e-08,-9.386641226740048e-08
-1235.75,-9.35459248478323e-08,-9.386737856093273e-08,-9.386737856093282e-08
-1236.25,-9.411574531981293e-08,-9.383452254558538e-08,-9.383452254558547e-08
-1236.75,-9.453377261167039e-08,-9.394422080454607e-08,-9.394422080454612e-08
-1237.25,-9.451310966568504e-08,-9.383849688840259e-08,-9.383849688840264e-08
-1237.75,-9.49931257954986e-08,-9.39567411774996e-08,-9.395674117749958e-08
-1238.25,-9.507577757944e-08,-9.390277800081649e-08,-9.390277800081644e-08
-1238.75,-9.49915363381151e-08,-9.391111884345577e-08,-9.391111884345575e-08
-1239.25,-9.498676796596462e-08,-9.395174510125546e-08,-9.395174510125541e-08
-1239.75,-9.470066563693668e-08,-9.391447025673312e-08,-9.391447025673316e-08
-1240.25,-9.4519467495219e-08,-9.395863798689779e-08,-9.395863798689779e-08
-1240.75,-9.419919183244607e-08,-9.39318116309844e-08,-9.393181163098441e-08
-1241.25,-9.367467089589488e-08,-9.403278224670053e-08,-9.403278224670053e-08
-1241.75,-9.334326903143752e-08,-9.388854929738176e-08,-9.388854929738168e-08
-1242.25,-9.361506624401405e-08,-9.414002783675807e-08,-9.414002783675803e-08
-1242.75,-9.287596856069185e-08,-9.387328920705982e-08,-9.38732892070597e-08
-1243.25,-9.289106840583505e-08,-9.411762741970725e-08,-9.411762741970715e-08
-1243.75,-9.276550127253944e-08,-9.396672630925877e-08,-9.396672630925869e-08
-1244.25,-9.303491429904076e-08,-9.405304045622834e-08,-9.405304045622824e-08
-1244.75,-9.340843678416054e-08,-9.405442750259754e-08,-9.405442750259745e-08
-1245.25,-9.352923554530569e-08,-9.40788180176822e-08,-9.407881801768211e-08
-1245.75,-9.376288578067847e-08,-9.405559548057556e-08,-9.405559548057552e-08
-1246.25,-9.433032206658387e-08,-9.40825379169481e-08,-9.408253791694805e-08
-1246.75,-9.453059369690345e-08,-9.409684287291877e-08,-9.409684287291877e-08
-1247.25,-9.470702346647065e-08,-9.402757139495336e-08,-9.402757139495336e-08
-1247.75,-9.525300207769897e-08,-9.418620335390331e-08,-9.418620335390335e-08
-1248.25,-9.51568399059979e-08,-9.406277440542793e-08,-9.406277440542797e-08
-1248.75,-9.535870099370092e-08,-9.416102838298603e-08,-9.416102838298612e-08
-1249.25,-9.522439184479617e-08,-9.41753138694264e-08,-9.417531386942647e-08
-1249.75,-9.476901230442672e-08,-9.407998148835117e-08,-9.407998148835125e-08
-1250.25,-9.487391649173695e-08,-9.42095322207674e-08,-9.420953222076748e-08
-1250.75,-9.438356888893076e-08,-9.412031903602132e-08,-9.412031903602139e-08
-1251.25,-9.386302159583824e-08,-9.416214429125466e-08,-9.416214429125478e-08
-1251.75,-9.37414281060014e-08,-9.422555897815744e-08,-9.422555897815754e-08
-1252.25,-9.344976267613123e-08,-9.412090761193226e-08,-9.412090761193243e-08
-1252.75,-9.326300143357136e-08,-9.427065406697324e-08,-9.427065406697336e-08
-1253.25,-9.289424732060203e-08,-9.412502327138392e-08,-9.412502327138402e-08
-1253.75,-9.30881611213876e-08,-9.423945080219975e-08,-9.423945080219988e-08
-1254.25,-9.318352856439693e-08,-9.421914752648108e-08,-9.421914752648115e-08
-1254.75,-9.343227864491288e-08,-9.415740308209177e-08,-9.415740308209183e-08
-1255.25,-9.386540578191347e-08,-9.435121185131759e-08,-9.435121185131758e-08
-1255.75,-9.37899065561978e-08,-9.411286522588707e-08,-9.411286522588704e-08
-1256.25,-9.464185571374763e-08,-9.435323142847916e-08,-9.435323142847907e-08
-1256.75,-9.474675990105788e-08,-9.42038097687853e-08,-9.420380976878523e-08
-1257.25,-9.488822160818836e-08,-9.42301267489818e-08,-9.423012674898168e-08
-1257.75,-9.534042223379081e-08,-9.434459462503093e-08,-9.434459462503088e-08
-1258.25,-9.524743897685671e-08,-9.416582461372024e-08,-9.416582461372018e-08
-1258.75,-9.54802944835378e-08,-9.438261369022328e-08,-9.438261369022326e-08
-1259.25,-9.523472331778882e-08,-9.423062859353816e-08,-9.423062859353816e-08
-1259.75,-9.519180796843463e-08,-9.431365932063645e-08,-9.431365932063647e-08
-1260.25,-9.491126874024893e-08,-9.436183896604913e-08,-9.436183896604913e-08
-1260.75,-9.438754253238943e-08,-9.422367057371759e-08,-9.42236705737176e-08
-1261.25,-9.438913198977297e-08,-9.448697420830283e-08,-9.448697420830285e-08
-1261.75,-9.375493849376104e-08,-9.416923277507175e-08,-9.416923277507172e-08
-1262.25,-9.377798562582164e-08,-9.451701930043703e-08,-9.451701930043706e-08
-1262.75,-9.306272980325179e-08,-9.420280539782825e-08,-9.420280539782822e-08
-1263.25,-9.326618034833832e-08,-9.445059815834765e-08,-9.445059815834761e-08
-1263.75,-9.323598065805203e-08,-9.431631784199583e-08,-9.43163178419958e-08
-1264.25,-9.339174748163392e-08,-9.441163507625405e-08,-9.441163507625395e-08
-1264.75,-9.360314531363788e-08,-9.436627746838734e-08,-9.436627746838726e-08
-1265.25,-9.385427958022906e-08,-9.444832129510276e-08,-9.444832129510263e-08
-1265.75,-9.412210314934688e-08,-9.433897059061509e-08,-9.433897059061504e-08
-1266.25,-9.477298594788542e-08,-9.446518582071405e-08,-9.446518582071397e-08
-1266.75,-9.476821757573496e-08,-9.437661305201736e-08,-9.43766130520173e-08
-1267.25,-9.51155140140272e-08,-9.444397261324444e-08,-9.444397261324442e-08
-1267.75,-9.56400349505784e-08,-9.445224110581046e-08,-9.445224110581049e-08
-1268.25,-9.558599339953981e-08,-9.44432273720875e-08,-9.444322737208755e-08
-1268.75,-9.547314192531213e-08,-9.445173562192713e-08,-9.445173562192724e-08
-1269.25,-9.549221541391397e-08,-9.442863413870779e-08,-9.442863413870797e-08
-1269.75,-9.520849727096128e-08,-9.446804512042524e-08,-9.446804512042537e-08
-1270.25,-9.486596920481948e-08,-9.438784461923506e-08,-9.438784461923514e-08
-1270.75,-9.486199556136078e-08,-9.454778469216857e-08,-9.454778469216866e-08
-1271.25,-9.418568144468642e-08,-9.438101140942364e-08,-9.438101140942358e-08
-1271.75,-9.406090904008258e-08,-9.457827448123783e-08,-9.457827448123772e-08
-1272.25,-9.377083306759592e-08,-9.440938361242226e-08,-9.440938361242217e-08
-1272.75,-9.35459248478323e-08,-9.454147506755654e-08,-9.454147506755633e-08
-1273.25,-9.318193910701344e-08,-9.447752291541287e-08,-9.447752291541275e-08
-1273.75,-9.339890003985963e-08,-9.447738955677359e-08,-9.447738955677346e-08
-1274.25,-9.36857970975793e-08,-9.460612022771354e-08,-9.460612022771338e-08
-1274.75,-9.355307740605803e-08,-9.440083560469653e-08,-9.440083560469646e-08
-1275.25,-9.417217105692676e-08,-9.469012208784534e-08,-9.469012208784526e-08
-1275.75,-9.409587710251932e-08,-9.438557010206707e-08,-9.438557010206706e-08
-1276.25,-9.48047750955552e-08,-9.466869635276721e-08,-9.466869635276721e-08
-1276.75,-9.50328622300858e-08,-9.445700009917231e-08,-9.445700009917237e-08
-1277.25,-9.535631680762572e-08,-9.462057461152908e-08,-9.462057461152919e-08
-1277.75,-9.545963153755246e-08,-9.454959525616934e-08,-9.454959525616952e-08
-1278.25,-9.575447588218957e-08,-9.457685723342056e-08,-9.457685723342077e-08
-1278.75,-9.579182813070156e-08,-9.46424144105288e-08,-9.464241441052902e-08
-1279.25,-9.548267866961305e-08,-9.453468814182925e-08,-9.453468814182952e-08
-1279.75,-9.552638874765897e-08,-9.467652955654315e-08,-9.467652955654335e-08
-1280.25,-9.510518254103453e-08,-9.458359738676077e-08,-9.458359738676095e-08
-1280.75,-9.488345323603787e-08,-9.459813526114796e-08,-9.459813526114805e-08
-1281.25,-9.461562966692008e-08,-9.472306004737114e-08,-9.472306004737119e-08
-1281.75,-9.390037384435023e-08,-9.452327234633506e-08,-9.452327234633503e-08
-1282.25,-9.407282997045874e-08,-9.476551420844001e-08,-9.476551420843995e-08
-1282.75,-9.367387616720313e-08,-9.458531981428887e-08,-9.458531981428881e-08
-1283.25,-9.355943523559193e-08,-9.46657314435124e-08,-9.466573144351234e-08
-1283.75,-9.353797756091486e-08,-9.468869267288357e-08,-9.46886926728835e-08
-1284.25,-9.344419957528905e-08,-9.461983421675297e-08,-9.461983421675289e-08
-1284.75,-9.394726283716316e-08,-9.4696294483114e-08,-9.469629448311395e-08
-1285.25,-9.427945943031225e-08,-9.4705691191999e-08,-9.470569119199894e-08
-1285.75,-9.438436361762248e-08,-9.463290142388462e-08,-9.463290142388457e-08
-1286.25,-9.49303422288508e-08,-9.477482902393288e-08,-9.47748290239328e-08
-1286.75,-9.502968331531881e-08,-9.459122651710476e-08,-9.459122651710468e-08
-1287.25,-9.546916828185338e-08,-9.480202156272406e-08,-9.480202156272401e-08
-1287.75,-9.564957169487934e-08,-9.459693743114207e-08,-9.459693743114201e-08
-1288.25,-9.603978348252576e-08,-9.482799696159252e-08,-9.482799696159252e-08
-1288.75,-9.56312929349692e-08,-9.463600606924896e-08,-9.463600606924892e-08
-1289.25,-9.575606533957306e-08,-9.478855415607972e-08,-9.47885541560797e-08
-1289.75,-9.561778254720957e-08,-9.472043792225837e-08,-9.472043792225833e-08
-1290.25,-9.529671215574488e-08,-9.470431064850845e-08,-9.470431064850847e-08
-1290.75,-9.49986888963408e-08,-9.479010131275736e-08,-9.479010131275737e-08
-1291.25,-9.444158408342807e-08,-9.471423881911796e-08,-9.471423881911801e-08
-1291.75,-9.43414482682683e-08,-9.476790266223408e-08,-9.476790266223415e-08
-1292.25,-9.419203927422038e-08,-9.480780857169609e-08,-9.480780857169621e-08
-1292.75,-9.368977074103801e-08,-9.470300534704207e-08,-9.470300534704224e-08
-1293.25,-9.365559740729301e-08,-9.486190724773812e-08,-9.486190724773829e-08
-1293.75,-9.349585694025244e-08,-9.469248442461494e-08,-9.469248442461512e-08
-1294.25,-9.394408392239618e-08,-9.488674555909859e-08,-9.488674555909876e-08
-1294.75,-9.40362724506385e-08,-9.470949550776991e-08,-9.470949550777003e-08
-1295.25,-9.426912795731957e-08,-9.490235439370213e-08,-9.490235439370224e-08
-1295.75,-9.43700585011711e-08,-9.472892818147245e-08,-9.472892818147253e-08
-1296.25,-9.520770254226953e-08,-9.48916553387791e-08,-9.489165533877922e-08
-1296.75,-9.534121696248255e-08,-9.478070849177904e-08,-9.478070849177905e-08
-1297.25,-9.544532642110106e-08,-9.489573843960087e-08,-9.489573843960088e-08
-1297.75,-9.580374906107774e-08,-9.47985872620158e-08,-9.479858726201576e-08
