potential,current,current_filtered_()Hz,current_filtered_50Hz,current_filtered_59Hz,basecurrent_4
-1719.125,-1.623741979250349e-07,-1.6488676371031638e-07,-1.648867637103163e-07,-1.6415492562449634e-07,8.267348006857189e-08
-1719.625,-1.6445002926787088e-07,-1.6543523872582723e-07,-1.6543523872582723e-07,-1.6533514146621024e-07,8.267821896833408e-08
-1720.125,-1.6740959891592652e-07,-1.6568719387649961e-07,-1.6568719387649964e-07,-1.6623954023837313e-07,8.268291670706819e-08
-1720.625,-1.7128390128817972e-07,-1.6689314560783474e-07,-1.668931456078347e-07,-1.6778896269539644e-07,8.268757327845383e-08
-1721.125,-1.7207624579384873e-07,-1.6667468089178824e-07,-1.666746808917882e-07,-1.6829037580461276e-07,8.269218867619944e-08
-1721.625,-1.7467421388716068e-07,-1.6801701114862776e-07,-1.6801701114862758e-07,-1.6969130127464126e-07,8.269676289404138e-08
-1722.125,-1.750946253650934e-07,-1.6783241801660706e-07,-1.6783241801660682e-07,-1.6980582075664772e-07,8.270129592574536e-08
-1722.625,-1.7558020459574912e-07,-1.6888305874341868e-07,-1.6888305874341841e-07,-1.7072135208810275e-07,8.270578776510504e-08
-1723.125,-1.7503978908536307e-07,-1.690805021332686e-07,-1.690805021332683e-07,-1.7073334839254902e-07,8.271023840594327e-08
-1723.625,-1.7441513233365204e-07,-1.6987825389219598e-07,-1.6987825389219574e-07,-1.7102670718252756e-07,8.271464784211149e-08
-1724.125,-1.7278832270165158e-07,-1.7048727480155535e-07,-1.7048727480155522e-07,-1.7120938169988439e-07,8.271901606748926e-08
-1724.625,-1.7137132144427154e-07,-1.7077929239185957e-07,-1.7077929239185965e-07,-1.7086222916824234e-07,8.272334307598521e-08
-1725.125,-1.7030161662518382e-07,-1.7195562235643465e-07,-1.7195562235643479e-07,-1.7135965962822774e-07,8.272762886153647e-08
-1725.625,-1.6721250620037394e-07,-1.7155012378276268e-07,-1.7155012378276297e-07,-1.706321755067994e-07,8.273187341810876e-08
-1726.125,-1.6760828108886248e-07,-1.7323127845514598e-07,-1.732312784551462e-07,-1.7158046240574314e-07,8.273607673969646e-08
-1726.625,-1.6599498184462172e-07,-1.726701492813098e-07,-1.7267014928130995e-07,-1.7101383798837767e-07,8.274023882032278e-08
-1727.125,-1.6714257007550045e-07,-1.743418100803103e-07,-1.7434181008031044e-07,-1.7235593015833295e-07,8.274435965403912e-08
-1727.625,-1.673722466674145e-07,-1.7411685427903578e-07,-1.7411685427903578e-07,-1.7233878181568944e-07,8.274843923492574e-08
-1728.125,-1.696992122768417e-07,-1.7535281202571065e-07,-1.7535281202571052e-07,-1.7369649002018284e-07,8.275247755709163e-08
-1728.625,-1.7117343400002724e-07,-1.7552884632518776e-07,-1.7552884632518768e-07,-1.7438664194248676e-07,8.275647461467436e-08
-1729.125,-1.735075521676801e-07,-1.7617401751858487e-07,-1.7617401751858473e-07,-1.7546079912792998e-07,8.276043040183991e-08
-1729.625,-1.7634314413982362e-07,-1.770510875824884e-07,-1.770510875824882e-07,-1.7689202741276012e-07,8.27643449127832e-08
-1730.125,-1.7887991812387125e-07,-1.7698149633184378e-07,-1.7698149633184365e-07,-1.7762128948188458e-07,8.276821814172754e-08
-1730.625,-1.8283051445053192e-07,-1.7863710049521816e-07,-1.786371004952179e-07,-1.7946306396677086e-07,8.277205008292493e-08
-1731.125,-1.8328350980482615e-07,-1.781310523287839e-07,-1.7813105232878375e-07,-1.797958442428932e-07,8.277584073065601e-08
-1731.625,-1.8652679759583444e-07,-1.7979612826284718e-07,-1.7979612826284713e-07,-1.814689731719311e-07,8.277959007923004e-08
-1732.125,-1.8693131449993226e-07,-1.7958357290993058e-07,-1.7958357290993058e-07,-1.8148866387389574e-07,8.278329812298497e-08
-1732.625,-1.8738510458291824e-07,-1.807016071342021e-07,-1.8070160713420226e-07,-1.8261368184892228e-07,8.27869648562872e-08
-1733.125,-1.8696469310498558e-07,-1.810070821198509e-07,-1.810070821198511e-07,-1.825723560072735e-07,8.279059027353214e-08
-1733.625,-1.86139764722955e-07,-1.818812917593045e-07,-1.8188129175930464e-07,-1.8306351062245103e-07,8.279417436914318e-08
-1734.125,-1.8483561493980265e-07,-1.8241822197349393e-07,-1.8241822197349406e-07,-1.831875925254856e-07,8.279771713757312e-08
-1734.625,-1.8398446051094453e-07,-1.8305216366167342e-07,-1.8305216366167342e-07,-1.8306831233743585e-07,8.280121857330275e-08
-1735.125,-1.8200240715373445e-07,-1.8398393541633715e-07,-1.8398393541633707e-07,-1.8347332045921549e-07,8.280467867084143e-08
-1735.625,-1.7950378014689048e-07,-1.8393749211490163e-07,-1.839374921149013e-07,-1.8298099989796696e-07,8.28080974247281e-08
-1736.125,-1.8018724682179056e-07,-1.8553716907820746e-07,-1.8553716907820696e-07,-1.838529440725291e-07,8.281147482952917e-08
-1736.625,-1.783704970324632e-07,-1.8509439902338573e-07,-1.8509439902338525e-07,-1.8347745834546555e-07,8.281481087984036e-08
-1737.125,-1.796547785983219e-07,-1.8683127823039025e-07,-1.868312782303897e-07,-1.847928176514756e-07,8.281810557028557e-08
-1737.625,-1.799345230978159e-07,-1.8668499909077226e-07,-1.8668499909077176e-07,-1.8490244128115137e-07,8.282135889551781e-08
-1738.125,-1.820326068440207e-07,-1.8793183461654035e-07,-1.8793183461653985e-07,-1.8631058832165086e-07,8.282457085021852e-08
-1738.625,-1.839383662468234e-07,-1.8826368953097246e-07,-1.882636895309721e-07,-1.8709067292571145e-07,8.282774142909763e-08
-1739.125,-1.8649500844816466e-07,-1.889671607700095e-07,-1.889671607700092e-07,-1.8826316527565214e-07,8.283087062689374e-08
-1739.625,-1.8920662274439605e-07,-1.8987846442919407e-07,-1.8987846442919391e-07,-1.8977491893869164e-07,8.28339584383741e-08
-1740.125,-1.918188959541594e-07,-1.900059038825773e-07,-1.9000590388257718e-07,-1.9054643945261824e-07,8.283700485833487e-08
-1740.625,-1.9571783491585672e-07,-1.9164114589972066e-07,-1.9164114589972074e-07,-1.9256340984454019e-07,8.284000988160032e-08
-1741.125,-1.965960101202341e-07,-1.9118462366722237e-07,-1.9118462366722266e-07,-1.928064180110727e-07,8.284297350302348e-08
-1741.625,-1.999807596183729e-07,-1.9314511921927524e-07,-1.9314511921927558e-07,-1.9480638781425762e-07,8.284589571748651e-08
-1742.125,-1.9962313170708803e-07,-1.9254067198461227e-07,-1.9254067198461254e-07,-1.9457043063454565e-07,8.284877651989966e-08
-1742.625,-2.009455602501504e-07,-1.9435910946629285e-07,-1.943591094662932e-07,-1.9611601002961303e-07,8.285161590520188e-08
-1743.125,-2.0006738504577293e-07,-1.9410027570217672e-07,-1.94100275702177e-07,-1.9579971171304523e-07,8.285441386836082e-08
-1743.625,-2.0008566380568308e-07,-1.9559160015722705e-07,-1.9559160015722734e-07,-1.9667092984816104e-07,8.285717040437285e-08
-1744.125,-1.9821010409316672e-07,-1.959406870702524e-07,-1.9594068707025254e-07,-1.9667689866148774e-07,8.285988550826284e-08
-1744.625,-1.973827915250609e-07,-1.9663701744962774e-07,-1.966370174496279e-07,-1.967469757793732e-07,8.286255917508422e-08
-1745.125,-1.9620420887520425e-07,-1.9786229313660212e-07,-1.9786229313660207e-07,-1.972319178485389e-07,8.286519139991963e-08
-1745.625,-1.9304277813944558e-07,-1.9756241340947875e-07,-1.975624134094785e-07,-1.967315879957314e-07,8.286778217787902e-08
-1746.125,-1.9401075768599006e-07,-1.995119300490036e-07,-1.995119300490033e-07,-1.977897523076002e-07,8.28703315041026e-08
-1746.625,-1.923847427826813e-07,-1.99004506737702e-07,-1.990045067377016e-07,-1.9737475035882846e-07,8.287283937375788e-08
-1747.125,-1.936594876042391e-07,-2.0089201226553518e-07,-2.0089201226553465e-07,-1.9888562434348677e-07,8.287530578204171e-08
-1747.625,-1.9414665629227832e-07,-2.00853675248105e-07,-2.008536752481044e-07,-1.9902741653938547e-07,8.287773072417944e-08
-1748.125,-1.9647521135908889e-07,-2.021404748620623e-07,-2.0214047486206173e-07,-2.005332492971345e-07,8.288011419542492e-08
-1748.625,-1.9825937727205483e-07,-2.025536341942553e-07,-2.025536341942548e-07,-2.013744727143942e-07,8.288245619106063e-08
-1749.125,-2.005815745093316e-07,-2.03289986257274e-07,-2.0328998625727391e-07,-2.025815679715756e-07,8.288475670639776e-08
-1749.625,-2.0341557702409152e-07,-2.0432203289565574e-07,-2.0432203289565566e-07,-2.0418929588094281e-07,8.288701573677619e-08
-1750.125,-2.063211051211085e-07,-2.0450582535448754e-07,-2.0450582535448754e-07,-2.0510571146992506e-07,8.288923327756415e-08
-1750.625,-2.105864140096999e-07,-2.0626776895216145e-07,-2.0626776895216147e-07,-2.0714272084247986e-07,8.289140932415878e-08
-1751.125,-2.1140975293434686e-07,-2.0596733149581488e-07,-2.0596733149581488e-07,-2.076508596403368e-07,8.289354387198603e-08
-1751.5625,-2.145632363831881e-07,-2.0780085690380065e-07,-2.0780085690380075e-07,-2.094369136917797e-07,8.28956369164997e-08
-1752.0625,-2.1475476599789853e-07,-2.0766615355234823e-07,-2.076661535523484e-07,-2.0963691536997962e-07,8.289768845318287e-08
-1752.5625,-2.1560909934152355e-07,-2.0898863135122105e-07,-2.089886313512213e-07,-2.1083166446938415e-07,8.289969847754721e-08
-1753.0625,-2.1546048507616736e-07,-2.095178401340952e-07,-2.095178401340956e-07,-2.111081424608028e-07,8.29016669851328e-08
-1753.5625,-2.1474125561013888e-07,-2.1038529752321718e-07,-2.103852975232177e-07,-2.1159751808144104e-07,8.290359397150855e-08
-1754.0625,-2.139218903289505e-07,-2.1144101588090907e-07,-2.114410158809096e-07,-2.1211852247171316e-07,8.290547943227166e-08
-1754.5625,-2.1248184193951e-07,-2.118049817966579e-07,-2.1180498179665846e-07,-2.119033601966922e-07,8.29073233630482e-08
-1755.0625,-2.1137240068583494e-07,-2.133214205449885e-07,-2.1332142054498912e-07,-2.1271859502649943e-07,8.2909125759493e-08
-1755.5625,-2.0880224809673407e-07,-2.1310966552555267e-07,-2.1310966552555304e-07,-2.1217420821032182e-07,8.291088661728947e-08
-1756.0625,-2.0965101833951687e-07,-2.1505743046122168e-07,-2.1505743046122216e-07,-2.134223978676269e-07,8.29126059321492e-08
-1756.5625,-2.0802977180835862e-07,-2.147693539961988e-07,-2.147693539961991e-07,-2.1308309225956315e-07,8.291428369981296e-08
-1757.0625,-2.095373721365975e-07,-2.1665469330781154e-07,-2.1665469330781175e-07,-2.147128571830364e-07,8.291591991604963e-08
-1757.5625,-2.1013500811278924e-07,-2.167140908004631e-07,-2.167140908004631e-07,-2.1485311438903094e-07,8.291751457665754e-08
-1758.0625,-2.1223229713030226e-07,-2.1819837309138293e-07,-2.181983730913827e-07,-2.1659671676368807e-07,8.291906767746261e-08
-1758.5625,-2.140863991681416e-07,-2.1848273374478606e-07,-2.184827337447858e-07,-2.173151115555037e-07,8.292057921432025e-08
-1759.0625,-2.1727246649334435e-07,-2.1970886398679881e-07,-2.197088639867984e-07,-2.189530862278081e-07,8.292204918311384e-08
-1759.5625,-2.1946353349648319e-07,-2.2033869597520002e-07,-2.203386959751996e-07,-2.202994027094369e-07,8.292347757975562e-08
-1760.0625,-2.2291980857687894e-07,-2.2116824587971908e-07,-2.2116824587971863e-07,-2.2165514401490813e-07,8.292486440018692e-08
-1760.5625,-2.2676391125884586e-07,-2.2247784501473333e-07,-2.2247784501473298e-07,-2.2345606607042736e-07,8.292620964037709e-08
-1761.0625,-2.2811256584873586e-07,-2.2266398112176432e-07,-2.22663981121764e-07,-2.2427263951246962e-07,8.292751329632419e-08
-1761.5625,-2.3099584154238401e-07,-2.2442635602195702e-07,-2.2442635602195686e-07,-2.2610071039699783e-07,8.292877536405519e-08
-1762.0625,-2.314702945713553e-07,-2.243019948559503e-07,-2.243019948559501e-07,-2.2633071369115968e-07,8.292999583962544e-08
-1762.5625,-2.3301604187679786e-07,-2.2610169041446644e-07,-2.2610169041446644e-07,-2.278604432650333e-07,8.293117471911909e-08
-1763.0625,-2.3193362139864226e-07,-2.2615812167334852e-07,-2.2615812167334862e-07,-2.2785156867749392e-07,8.293231199864856e-08
-1763.5625,-2.3198925240706443e-07,-2.2779989006075282e-07,-2.2779989006075305e-07,-2.2888060708805948e-07,8.293340767435554e-08
-1764.0625,-2.3080113301290675e-07,-2.282809259448965e-07,-2.2828092594489693e-07,-2.290191349397601e-07,8.293446174240954e-08
-1764.5625,-2.302201863392416e-07,-2.2933519925478011e-07,-2.293351992547806e-07,-2.2939754821365038e-07,8.293547419900939e-08
-1765.0625,-2.2854807717181172e-07,-2.3050564604456092e-07,-2.305056460445613e-07,-2.2989143031436553e-07,8.293644504038222e-08
-1765.5625,-2.2618614349994783e-07,-2.307040567351287e-07,-2.3070405673512893e-07,-2.2981631130531121e-07,8.293737426278384e-08
-1766.0625,-2.271946542097713e-07,-2.3253923021896816e-07,-2.325392302189684e-07,-2.3085523150051519e-07,8.29382618624988e-08
-1766.5625,-2.2593103558989787e-07,-2.3250216901127962e-07,-2.325021690112798e-07,-2.3085616804796572e-07,8.293910783583986e-08
-1767.0625,-2.271946542097713e-07,-2.34341597549631e-07,-2.3434159754963122e-07,-2.32367690355885e-07,8.293991217914891e-08
-1767.5625,-2.278940154585062e-07,-2.3466455938213352e-07,-2.3466455938213373e-07,-2.328188734661419e-07,8.294067488879633e-08
-1768.0625,-2.3011925579539014e-07,-2.3606303154769753e-07,-2.3606303154769782e-07,-2.3445597730024328e-07,8.29413959611809e-08
-1768.5625,-2.324414530326668e-07,-2.366669446169313e-07,-2.3666694461693157e-07,-2.3552011107468683e-07,8.294207539273003e-08
-1769.0625,-2.352174403529295e-07,-2.3771883766535968e-07,-2.3771883766535984e-07,-2.3697026870536465e-07,8.29427131799003e-08
-1769.5625,-2.3769699387117147e-07,-2.387674743021448e-07,-2.3876747430214487e-07,-2.387160854534904e-07,8.294330931917641e-08
-1770.0625,-2.410984326718369e-07,-2.3933067776816204e-07,-2.3933067776816204e-07,-2.398430278635663e-07,8.294386380707154e-08
-1770.5625,-2.4548692450764873e-07,-2.4117765690460574e-07,-2.4117765690460574e-07,-2.4210836846115735e-07,8.294437664012814e-08
-1771.0625,-2.464382147516666e-07,-2.4106116884560434e-07,-2.4106116884560444e-07,-2.427125807098382e-07,8.29448478149166e-08
-1771.5625,-2.501607239437966e-07,-2.433094193513633e-07,-2.433094193513633e-07,-2.44956937193066e-07,8.294527732803616e-08
-1772.0625,-2.502894699918592e-07,-2.429822010256449e-07,-2.4298220102564484e-07,-2.450162647233451e-07,8.294566517611522e-08
-1772.5625,-2.5170011341970525e-07,-2.4507879528571273e-07,-2.4507879528571246e-07,-2.468345759954833e-07,8.294601135580991e-08
-1773.0625,-2.5087756922374995e-07,-2.451130544370007e-07,-2.451130544370005e-07,-2.4679442226048995e-07,8.294631586380571e-08
-1773.5625,-2.513369224075781e-07,-2.469073784688315e-07,-2.4690737846883136e-07,-2.4800785911181557e-07,8.294657869681613e-08
-1774.0625,-2.4996363122824397e-07,-2.4751304512553786e-07,-2.475130451255377e-07,-2.4824604091405697e-07,8.294679985158382e-08
-1774.5625,-2.493659952520524e-07,-2.4859299078960467e-07,-2.485929907896046e-07,-2.4868367172910844e-07,8.294697932487986e-08
-1775.0625,-2.4812065539208914e-07,-2.4999899538794034e-07,-2.4999899538794034e-07,-2.4933248546748964e-07,8.294711711350392e-08
-1775.5625,-2.455393766013038e-07,-2.501525342853133e-07,-2.501525342853134e-07,-2.492849189070236e-07,8.294721321428417e-08
-1776.0625,-2.468180950663203e-07,-2.522239078057789e-07,-2.522239078057792e-07,-2.5051493889424016e-07,8.294726762407763e-08
-1776.5625,-2.4568799086666e-07,-2.522257494255623e-07,-2.522257494255626e-07,-2.505835221404341e-07,8.294728033977017e-08
-1777.0625,-2.469818091768196e-07,-2.541883032969216e-07,-2.5418830329692196e-07,-2.5226189098428673e-07,8.294725135827551e-08
-1777.5625,-2.4789097880017506e-07,-2.546636715394481e-07,-2.546636715394485e-07,-2.5278420307555107e-07,8.29471806765369e-08
-1778.0625,-2.5022748115390314e-07,-2.5614827294714907e-07,-2.5614827294714944e-07,-2.545766131658512e-07,8.29470682915255e-08
-1778.5625,-2.526212039734368e-07,-2.5687044371013915e-07,-2.5687044371013926e-07,-2.556873993200391e-07,8.294691420024153e-08
-1779.0625,-2.5557679997803374e-07,-2.5812219928759163e-07,-2.5812219928759185e-07,-2.573733821913575e-07,8.294671839971358e-08
-1779.5625,-2.581747680713457e-07,-2.591439001504826e-07,-2.591439001504828e-07,-2.590828877551792e-07,8.294648088699894e-08
-1780.0625,-2.6193780842675465e-07,-2.6005154016479114e-07,-2.6005154016479124e-07,-2.605470341128222e-07,8.294620165918365e-08
-1780.5625,-2.659289359166943e-07,-2.617119271915764e-07,-2.617119271915765e-07,-2.6264816150356716e-07,8.294588071338235e-08
-1781.0625,-2.673308373289312e-07,-2.62079350780438e-07,-2.620793507804382e-07,-2.636872905031609e-07,8.294551804673829e-08
-1781.5625,-2.708920165966372e-07,-2.640274378059093e-07,-2.6402743780590953e-07,-2.657306112824258e-07,8.294511365642301e-08
-1782.0625,-2.716096566052823e-07,-2.6426989819853385e-07,-2.6426989819853396e-07,-2.662550979199518e-07,8.294466753963715e-08
-1782.5625,-2.7264121444716626e-07,-2.660953891575368e-07,-2.6609538915753705e-07,-2.6791472555416173e-07,8.294417969360985e-08
-1783.0625,-2.724687583210577e-07,-2.6656897916458696e-07,-2.6656897916458696e-07,-2.68238215651889e-07,8.294365011559866e-08
-1783.5625,-2.727922128985977e-07,-2.683239513648694e-07,-2.6832395136486955e-07,-2.6939571880531604e-07,8.294307880289015e-08
-1784.0625,-2.713847483855186e-07,-2.690991998437992e-07,-2.6909919984379924e-07,-2.698790707506445e-07,8.294246575279895e-08
-1784.5625,-2.712067291585679e-07,-2.70369497636806e-07,-2.703694976368061e-07,-2.703937679451746e-07,8.294181096266892e-08
-1785.0625,-2.6998205224459e-07,-2.718245946670119e-07,-2.718245946670119e-07,-2.712176622497241e-07,8.294111442987208e-08
-1785.5625,-2.675183933001828e-07,-2.7215993020151537e-07,-2.7215993020151537e-07,-2.712833372272489e-07,8.29403761518094e-08
-1786.0625,-2.6892824199933713e-07,-2.743761299774087e-07,-2.743761299774087e-07,-2.726503585392511e-07,8.293959612591013e-08
-1786.5625,-2.6778860105537584e-07,-2.7444348475922194e-07,-2.744434847592218e-07,-2.728298830573561e-07,8.293877434963271e-08
-1787.0625,-2.694646838662645e-07,-2.7665000175664356e-07,-2.7665000175664356e-07,-2.7465656217139555e-07,8.293791082046343e-08
-1787.5625,-2.7054551488703665e-07,-2.771828799065105e-07,-2.7718287990651045e-07,-2.753411983765399e-07,8.293700553591788e-08
-1788.0625,-2.7297579522639057e-07,-2.788238541963845e-07,-2.7882385419638444e-07,-2.7722658222336835e-07,8.293605849353985e-08
-1788.5625,-2.754299174264968e-07,-2.797414389392195e-07,-2.797414389392195e-07,-2.785732930044202e-07,8.293506969090224e-08
-1789.0625,-2.78446707540358e-07,-2.809259689916996e-07,-2.809259689916995e-07,-2.8020292853506125e-07,8.293403912560611e-08
-1789.5625,-2.8142614540570733e-07,-2.8235384588095906e-07,-2.82353845880959e-07,-2.8228024522292097e-07,8.293296679528108e-08
-1790.0625,-2.8468135412709165e-07,-2.830283383028975e-07,-2.830283383028974e-07,-2.8356518925454913e-07,8.293185269758592e-08
-1790.5625,-2.8943542116110566e-07,-2.852552300639129e-07,-2.852552300639126e-07,-2.861642912554905e-07,8.29306968302076e-08
-1791.0625,-2.907554655180929e-07,-2.8532851279900605e-07,-2.853285127990058e-07,-2.869676685778609e-07,8.292949919086176e-08
-1791.5625,-2.947465930080326e-07,-2.878800465132027e-07,-2.8788004651320246e-07,-2.895158748369376e-07,8.29282597772928e-08
-1792.0625,-2.9509786308978355e-07,-2.8782872207115953e-07,-2.878287220711591e-07,-2.898347737391464e-07,8.292697858727359e-08
-1792.5625,-2.9676599861375474e-07,-2.9014795059458326e-07,-2.9014795059458284e-07,-2.919245986949912e-07,8.292565561860575e-08
-1793.0625,-2.962915455847834e-07,-2.9050446150632553e-07,-2.9050446150632485e-07,-2.921719587419836e-07,8.292429086911982e-08
-1793.5625,-2.9698137008921745e-07,-2.9250155437485324e-07,-2.925015543748527e-07,-2.9363325036257e-07,8.292288433667415e-08
-1794.0625,-2.959068968979792e-07,-2.934208507010909e-07,-2.934208507010904e-07,-2.941725262260382e-07,8.292143601915672e-08
-1794.5625,-2.953950916204959e-07,-2.947667212108571e-07,-2.947667212108568e-07,-2.9483002858626665e-07,8.291994591448295e-08
-1795.0625,-2.9453837409079555e-07,-2.964249294676928e-07,-2.964249294676923e-07,-2.9583685427058447e-07,8.291841402059837e-08
-1795.5625,-2.9250386863993033e-07,-2.968581621885057e-07,-2.9685816218850515e-07,-2.959084847912337e-07,8.291684033547557e-08
-1796.0625,-2.9373013501129173e-07,-2.992971487026276e-07,-2.9929714870262735e-07,-2.9759972839850834e-07,8.291522485711698e-08
-1796.5625,-2.9254042615975053e-07,-2.993041662298477e-07,-2.993041662298475e-07,-2.97679198871659e-07,8.291356758355311e-08
-1797.0625,-2.948507024666511e-07,-3.0199591011265757e-07,-3.019959101126574e-07,-2.999357668935389e-07,8.291186851284304e-08
-1797.5625,-2.95382375961428e-07,-3.0217499166553487e-07,-3.0217499166553503e-07,-3.00469817742503e-07,8.291012764307482e-08
-1798.0625,-2.986336110393537e-07,-3.0447286160208677e-07,-3.0447286160208703e-07,-3.027663947278364e-07,8.290834497236471e-08
-1798.5625,-3.0074441044462643e-07,-3.0515668786939484e-07,-3.051566878693951e-07,-3.040530413404583e-07,8.2906520498858e-08
-1799.0625,-3.042499587039104e-07,-3.067073287525529e-07,-3.0670732875255327e-07,-3.059795518863684e-07,8.290465422072844e-08
-1799.5625,-3.0762676091513165e-07,-3.083518905090692e-07,-3.0835189050906956e-07,-3.0819408717991764e-07,8.290274613617799e-08
-1800.0625,-3.1063639847076714e-07,-3.089481088036303e-07,-3.089481088036306e-07,-3.0960074637152186e-07,8.290079624343825e-08
-1800.5625,-3.160183011712593e-07,-3.1161336030371127e-07,-3.116133603037116e-07,-3.124242822484666e-07,8.289880454076817e-08
-1801.0625,-3.1701648040809e-07,-3.1151931862556315e-07,-3.115193186255635e-07,-3.132313697413197e-07,8.28967710264564e-08
-1801.5625,-3.2094800324614876e-07,-3.143960299162725e-07,-3.143960299162725e-07,-3.1600336430188365e-07,8.289469569881973e-08
-1802.0625,-3.214200720890449e-07,-3.144602480848903e-07,-3.144602480848903e-07,-3.1642557217637647e-07,8.289257855620349e-08
-1802.5625,-3.236174969217177e-07,-3.1686415956588555e-07,-3.168641595658853e-07,-3.187203958446101e-07,8.289041959698188e-08
-1803.0625,-3.235984234331159e-07,-3.1756344014200463e-07,-3.175634401420044e-07,-3.191495593017607e-07,8.288821881955764e-08
-1803.5625,-3.238288947537217e-07,-3.195383782922237e-07,-3.195383782922232e-07,-3.2072958140708594e-07,8.288597622236211e-08
-1804.0625,-3.231438386214383e-07,-3.206975388982311e-07,-3.206975388982304e-07,-3.214069621910645e-07,8.288369180385517e-08
-1804.5625,-3.2288555179662126e-07,-3.222341119836973e-07,-3.222341119836968e-07,-3.2226081271275245e-07,8.28813655625257e-08
-1805.0625,-3.218738621720309e-07,-3.239052248238648e-07,-3.239052248238643e-07,-3.233733237035096e-07,8.287899749689069e-08
-1805.5625,-3.2056732820280326e-07,-3.247401336871679e-07,-3.247401336871676e-07,-3.2377928300218344e-07,8.287658760549606e-08
-1806.0625,-3.21680743099937e-07,-3.2711654065931105e-07,-3.271165406593105e-07,-3.254664537789165e-07,8.287413588691632e-08
-1806.5625,-3.205959384357061e-07,-3.275135068818293e-07,-3.2751350688182875e-07,-3.258651177613039e-07,8.287164233975451e-08
-1807.0625,-3.230063505577664e-07,-3.301567002286477e-07,-3.301567002286473e-07,-3.28105755318176e-07,8.286910696264244e-08
-1807.5625,-3.2391234126635487e-07,-3.307088528234929e-07,-3.3070885282349247e-07,-3.2889355340240804e-07,8.286652975424025e-08
-1808.0625,-3.2705946688566214e-07,-3.330325540191971e-07,-3.330325540191968e-07,-3.313909518537927e-07,8.286391071323734e-08
-1808.5625,-3.2972578164646404e-07,-3.3390215640768016e-07,-3.3390215640767995e-07,-3.327510783534658e-07,8.286124983835089e-08
-1809.0625,-3.3340458076054823e-07,-3.358374616017417e-07,-3.358374616017415e-07,-3.351045211217225e-07,8.285854712832737e-08
-1809.5625,-3.3625845149260177e-07,-3.371502781414606e-07,-3.3715027814146035e-07,-3.3712651452962663e-07,8.28558025819418e-08
-1810.0625,-3.4041726673649944e-07,-3.3860726190819397e-07,-3.386072619081937e-07,-3.3910912530002677e-07,8.285301619799729e-08
-1810.5625,-3.4490033128662876e-07,-3.406961340026677e-07,-3.406961340026675e-07,-3.4167076114645504e-07,8.285018797532615e-08
-1811.0625,-3.4693801565226106e-07,-3.414408135800748e-07,-3.414408135800745e-07,-3.430911967709889e-07,8.284731791278915e-08
-1811.5625,-3.508059601949803e-07,-3.441162324481869e-07,-3.44116232448187e-07,-3.456904627176378e-07,8.284440600927557e-08
-1812.0625,-3.514441273344509e-07,-3.4451757514875863e-07,-3.4451757514875874e-07,-3.465958863960569e-07,8.284145226370338e-08
-1812.5625,-3.5397295403158115e-07,-3.4710717188811987e-07,-3.471071718881202e-07,-3.48793085204041e-07,8.283845667501926e-08
-1813.0625,-3.5384023434005985e-07,-3.4795072031447936e-07,-3.4795072031447957e-07,-3.496056930288477e-07,8.283541924219868e-08
-1813.5625,-3.5413348922731353e-07,-3.499982590984561e-07,-3.49998259098456e-07,-3.51159441286992e-07,8.2832339964245e-08
-1814.0625,-3.5402620085392804e-07,-3.516277171387737e-07,-3.516277171387734e-07,-3.5225048855623104e-07,8.2829218840191e-08
-1814.5625,-3.5364393635319905e-07,-3.5293650196253033e-07,-3.5293650196253e-07,-3.530911403774925e-07,8.282605586909768e-08
-1815.0625,-3.5353108487897136e-07,-3.5522987592216404e-07,-3.552298759221633e-07,-3.545824881143069e-07,8.28228510500551e-08
-1815.5625,-3.515863837702733e-07,-3.559264452915507e-07,-3.5592644529155007e-07,-3.5498094223878933e-07,8.281960438218127e-08
-1816.0625,-3.5299066936858525e-07,-3.585877749448364e-07,-3.585877749448357e-07,-3.5695473293352273e-07,8.281631586462332e-08
-1816.5625,-3.526489360311352e-07,-3.5922114905519817e-07,-3.592211490551977e-07,-3.575017574736679e-07,8.281298549655689e-08
-1817.0625,-3.546635732647069e-07,-3.618510069655979e-07,-3.6185100696559757e-07,-3.598951722327973e-07,8.280961327718624e-08
-1817.5625,-3.5580639312343515e-07,-3.6275073453706813e-07,-3.6275073453706776e-07,-3.6098797913407603e-07,8.280619920574412e-08
-1818.0625,-3.591919373502657e-07,-3.6508169818202685e-07,-3.650816981820268e-07,-3.634498437951847e-07,8.280274328149225e-08
-1818.5625,-3.620164031207247e-07,-3.662994808447431e-07,-3.6629948084474285e-07,-3.652396791680014e-07,8.279924550372057e-08
-1819.0625,-3.657103020799521e-07,-3.681695419874928e-07,-3.681695419874928e-07,-3.674574603493307e-07,8.27957058717477e-08
-1819.5625,-3.692325396417626e-07,-3.7008992740372047e-07,-3.700899274037208e-07,-3.700138814337389e-07,8.27921243849214e-08
-1820.0625,-3.7305915829251107e-07,-3.71229047247918e-07,-3.712290472479185e-07,-3.71855881271442e-07,8.27885010426175e-08
-1820.5625,-3.7855868083938133e-07,-3.7405382669153903e-07,-3.740538266915396e-07,-3.7492014339523845e-07,8.278483584424031e-08
-1821.0625,-3.7992958783264024e-07,-3.745643983950808e-07,-3.745643983950813e-07,-3.762384626339813e-07,8.278112878922354e-08
